经营者年龄,年龄分组描述,婚姻状态,户籍类型,本地居住年限,经营类型,资产等级,住房所有权,资产持有年限,贷款金额_万元,贷款金额分组描述,贷款期限_月,还款负担等级,其他负债_万元,贷款资产比,征信等级,行内评分,历史贷款笔数,账户活跃度,储蓄账户等级,稳定性评分,违约概率,风险评分,风险等级,重庆三农客户评分,客户等级,柑橘产业细分,是否违约,反洗钱行业分类,企业名称,风险特征描述
60,资深经营者(55-64岁),已婚,本地户籍,4,畜禽养殖,4,其他,5,73.91,较大贷款(50-100万),60,3,0.005,1.802682927,1,2,2,2,2,2,0.899772143,89.97721426,高风险,10.02278574,高风险客户,非柑橘产业,1,现金密集型服务业（餐饮、娱乐、KTV）,湖南鑫科技网络科技有限公司_0847,企业名称：湖南鑫科技网络科技有限公司_0847；所属行业：现金密集型服务业（餐饮、娱乐、KTV）；资产规模等级：4.00；贷款金额（万元）：73.91；贷款期限（月）：60.00；还款负担水平：3.00；征信评分等级：1.00；历史贷款次数：2.00；账户交易活跃度：2.00；系统风险评级：高风险；预测违约概率：0.90；综合风险得分：89.98；历史违约记录：1.00
50,成熟经营者(45-54岁),已婚,本地户籍,4,水果种植,4,其他,3,13.355,小型贷款(5-20万),36,4,0.015,0.325731707,2,2,1,2,2,2,0.471544366,47.15443659,中高风险,52.84556341,一般客户,中型专业种植,1,跨境贸易/进出口公司,广西达实业信息技术有限公司_0848,企业名称：广西达实业信息技术有限公司_0848；所属行业：跨境贸易/进出口公司；资产规模等级：4.00；贷款金额（万元）：13.36；贷款期限（月）：36.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中高风险；预测违约概率：0.47；综合风险得分：47.15；历史违约记录：1.00
47,成熟经营者(45-54岁),已婚,本地户籍,4,水果种植,4,其他,3,63.06,较大贷款(50-100万),36,1,0.015,1.53804878,2,1,1,2,2,2,0.451929742,45.19297418,中高风险,54.80702582,一般客户,中型专业种植,1,现金密集型服务业（餐饮、娱乐、KTV）,宁夏兴商贸投资有限公司_0849,企业名称：宁夏兴商贸投资有限公司_0849；所属行业：现金密集型服务业（餐饮、娱乐、KTV）；资产规模等级：4.00；贷款金额（万元）：63.06；贷款期限（月）：36.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中高风险；预测违约概率：0.45；综合风险得分：45.19；历史违约记录：1.00
21,青年创业者(25岁以下),已婚,本地户籍,4,水果种植,2,租赁房产,3,15.155,小型贷款(5-20万),45,4,0.015,0.721666667,2,2,1,2,2,2,0.523917205,52.39172053,高风险,47.60827947,一般客户,传统散户种植,1,网络赌博相关业务,贵州盛投资信息技术有限公司_0850,企业名称：贵州盛投资信息技术有限公司_0850；所属行业：网络赌博相关业务；资产规模等级：2.00；贷款金额（万元）：15.15；贷款期限（月）：45.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：高风险；预测违约概率：0.52；综合风险得分：52.39；历史违约记录：1.00
24,青年创业者(25岁以下),已婚,本地户籍,4,蔬菜种植,1,自有房产,3,3.13,微型贷款(5万以下),12,4,0.005,0.284545455,1,2,1,1,1,3,0.660691022,66.06910217,高风险,33.93089783,关注客户,非柑橘产业,1,现金密集型服务业（餐饮、娱乐、KTV）,海南鑫实业信息技术有限公司_0851,企业名称：海南鑫实业信息技术有限公司_0851；所属行业：现金密集型服务业（餐饮、娱乐、KTV）；资产规模等级：1.00；贷款金额（万元）：3.13；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：1.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.66；综合风险得分：66.07；历史违约记录：1.00
31,青壮年主力(25-34岁),单身,本地户籍,4,水果种植,1,自有房产,5,9.675,小型贷款(5-20万),24,4,0.015,0.879545455,4,2,2,2,1,2,0.317599289,31.75992894,中风险,68.24007106,良好客户,传统散户种植,1,物流/运输业,贵州源物流建筑工程有限公司_0852,企业名称：贵州源物流建筑工程有限公司_0852；所属行业：物流/运输业；资产规模等级：1.00；贷款金额（万元）：9.68；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.32；综合风险得分：31.76；历史违约记录：1.00
37,中年骨干(35-44岁),已婚,本地户籍,2,蔬菜种植,1,自有房产,4,6.72,小型贷款(5-20万),24,4,0.005,0.610909091,4,1,2,3,5,3,0.073964249,7.39642488,低风险,92.60357512,优质客户,非柑橘产业,1,文化艺术/广告传媒,重庆鑫农业文化传播有限公司_0853,企业名称：重庆鑫农业文化传播有限公司_0853；所属行业：文化艺术/广告传媒；资产规模等级：1.00；贷款金额（万元）：6.72；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：3.00；系统风险评级：低风险；预测违约概率：0.07；综合风险得分：7.40；历史违约记录：1.00
43,中年骨干(35-44岁),其他,本地户籍,1,蔬菜种植,2,自有房产,2,7.665,小型贷款(5-20万),18,4,0.015,0.365,2,1,1,4,1,2,0.160489392,16.04893917,中低风险,83.95106083,优质客户,非柑橘产业,1,农业种植/养殖,吉林达园艺旅游开发有限公司_0854,企业名称：吉林达园艺旅游开发有限公司_0854；所属行业：农业种植/养殖；资产规模等级：2.00；贷款金额（万元）：7.67；贷款期限（月）：18.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.16；综合风险得分：16.05；历史违约记录：1.00
46,成熟经营者(45-54岁),已婚,本地户籍,4,水果种植,4,其他,4,19.655,小型贷款(5-20万),48,4,0.015,0.479390244,2,1,1,1,1,2,0.751429571,75.14295713,高风险,24.85704287,关注客户,传统散户种植,1,跨境贸易/进出口公司,湖南顺金融科技发展有限公司_0855,企业名称：湖南顺金融科技发展有限公司_0855；所属行业：跨境贸易/进出口公司；资产规模等级：4.00；贷款金额（万元）：19.66；贷款期限（月）：48.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.75；综合风险得分：75.14；历史违约记录：1.00
30,青壮年主力(25-34岁),已婚,本地户籍,4,水果种植,4,其他,2,16.745,小型贷款(5-20万),24,4,0.015,0.408414634,1,1,1,1,3,2,0.639078513,63.90785135,高风险,36.09214865,关注客户,传统散户种植,1,贵金属/珠宝首饰经营,吉林通科技商贸有限公司_0856,企业名称：吉林通科技商贸有限公司_0856；所属行业：贵金属/珠宝首饰经营；资产规模等级：4.00；贷款金额（万元）：16.75；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：1.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.64；综合风险得分：63.91；历史违约记录：1.00
31,青壮年主力(25-34岁),单身,本地户籍,4,水果种植,3,租赁房产,3,11.51,小型贷款(5-20万),36,4,0.015,0.371290323,2,2,1,1,1,1,0.685157946,68.51579456,高风险,31.48420544,关注客户,传统散户种植,1,现金密集型服务业（餐饮、娱乐、KTV）,山东顺金融贸易有限公司_0857,企业名称：山东顺金融贸易有限公司_0857；所属行业：现金密集型服务业（餐饮、娱乐、KTV）；资产规模等级：3.00；贷款金额（万元）：11.51；贷款期限（月）：36.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.69；综合风险得分：68.52；历史违约记录：1.00
34,青壮年主力(25-34岁),已婚,本地户籍,3,水果种植,3,自有房产,2,19.825,小型贷款(5-20万),42,4,0.015,0.639516129,2,2,1,1,1,3,0.732595444,73.25954444,高风险,26.74045556,关注客户,传统散户种植,1,现金密集型服务业（餐饮、娱乐、KTV）,河北盛商贸进出口有限公司_0858,企业名称：河北盛商贸进出口有限公司_0858；所属行业：现金密集型服务业（餐饮、娱乐、KTV）；资产规模等级：3.00；贷款金额（万元）：19.82；贷款期限（月）：42.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.73；综合风险得分：73.26；历史违约记录：1.00
33,青壮年主力(25-34岁),其他,本地户籍,3,蔬菜种植,4,自有房产,2,3.635,微型贷款(5万以下),12,4,0.015,0.088658537,2,2,1,1,2,2,0.573776897,57.37768966,高风险,42.62231034,一般客户,非柑橘产业,1,虚拟货币交易平台,重庆昌贸易有限责任公司_0859,企业名称：重庆昌贸易有限责任公司_0859；所属行业：虚拟货币交易平台；资产规模等级：4.00；贷款金额（万元）：3.63；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.57；综合风险得分：57.38；历史违约记录：1.00
38,中年骨干(35-44岁),单身,本地户籍,2,水果种植,1,自有房产,3,19.57,小型贷款(5-20万),48,4,0.005,1.779090909,2,2,1,4,5,2,0.187004551,18.70045508,中风险,81.29954492,优质客户,传统散户种植,1,信息技术/软件服务,重庆恒物流运输有限公司_0860,企业名称：重庆恒物流运输有限公司_0860；所属行业：信息技术/软件服务；资产规模等级：1.00；贷款金额（万元）：19.57；贷款期限（月）：48.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.19；综合风险得分：18.70；历史违约记录：1.00
24,青年创业者(25岁以下),已婚,本地户籍,4,水果种植,2,租赁房产,2,21.54,中型贷款(20-50万),48,3,0.015,1.025714286,2,2,1,1,1,2,0.747976534,74.7976534,高风险,25.2023466,关注客户,传统散户种植,1,贵金属/珠宝首饰经营,浙江通投资贸易有限公司_0861,企业名称：浙江通投资贸易有限公司_0861；所属行业：贵金属/珠宝首饰经营；资产规模等级：2.00；贷款金额（万元）：21.54；贷款期限（月）：48.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.75；综合风险得分：74.80；历史违约记录：1.00
23,青年创业者(25岁以下),其他,本地户籍,1,水果种植,1,租赁房产,2,7.67,小型贷款(5-20万),12,1,0.015,0.697272727,2,2,1,2,1,1,0.297466648,29.74666477,中风险,70.25333523,良好客户,传统散户种植,1,制造业（含加工）,河南盛服务实业有限公司_0862,企业名称：河南盛服务实业有限公司_0862；所属行业：制造业（含加工）；资产规模等级：1.00；贷款金额（万元）：7.67；贷款期限（月）：12.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.30；综合风险得分：29.75；历史违约记录：1.00
31,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,2,自有房产,4,13.875,小型贷款(5-20万),18,2,0.005,0.660714286,4,2,2,4,1,3,0.079415432,7.941543154,低风险,92.05845685,优质客户,传统散户种植,1,公共事业/市政服务,山东通养殖家庭农场_0863,企业名称：山东通养殖家庭农场_0863；所属行业：公共事业/市政服务；资产规模等级：2.00；贷款金额（万元）：13.88；贷款期限（月）：18.00；还款负担水平：2.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.08；综合风险得分：7.94；历史违约记录：1.00
27,青壮年主力(25-34岁),已婚,本地户籍,3,水果种植,4,自有房产,3,29.99,中型贷款(20-50万),40,4,0.005,0.731463415,4,2,1,1,1,3,0.723837043,72.3837043,高风险,27.6162957,关注客户,传统散户种植,1,网络赌博相关业务,江苏鑫金融有限责任公司_0864,企业名称：江苏鑫金融有限责任公司_0864；所属行业：网络赌博相关业务；资产规模等级：4.00；贷款金额（万元）：29.99；贷款期限（月）：40.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.72；综合风险得分：72.38；历史违约记录：1.00
39,中年骨干(35-44岁),已婚,本地户籍,4,水果种植,4,其他,3,6.355,小型贷款(5-20万),15,3,0.015,0.155,4,2,2,3,5,2,0.078712923,7.871292343,低风险,92.12870766,优质客户,中型专业种植,1,教育培训机构,北京盛园艺家庭农场_0865,企业名称：北京盛园艺家庭农场_0865；所属行业：教育培训机构；资产规模等级：4.00；贷款金额（万元）：6.36；贷款期限（月）：15.00；还款负担水平：3.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：3.00；系统风险评级：低风险；预测违约概率：0.08；综合风险得分：7.87；历史违约记录：1.00
25,青壮年主力(25-34岁),已婚,本地户籍,1,水果种植,3,租赁房产,2,6.475,小型贷款(5-20万),12,3,0.015,0.208870968,2,2,1,2,1,2,0.408538298,40.8538298,中高风险,59.1461702,一般客户,中型专业种植,1,典当行/拍卖行,贵州恒金融投资有限公司_0866,企业名称：贵州恒金融投资有限公司_0866；所属行业：典当行/拍卖行；资产规模等级：3.00；贷款金额（万元）：6.47；贷款期限（月）：12.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中高风险；预测违约概率：0.41；综合风险得分：40.85；历史违约记录：1.00
28,青壮年主力(25-34岁),其他,本地户籍,4,畜禽养殖,3,租赁房产,2,46.99,中型贷款(20-50万),36,1,0.015,1.515806452,2,2,1,2,1,1,0.588153936,58.81539361,高风险,41.18460639,一般客户,非柑橘产业,1,跨境贸易/进出口公司,湖北恒实业股份有限公司_0867,企业名称：湖北恒实业股份有限公司_0867；所属行业：跨境贸易/进出口公司；资产规模等级：3.00；贷款金额（万元）：46.99；贷款期限（月）：36.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：高风险；预测违约概率：0.59；综合风险得分：58.82；历史违约记录：1.00
27,青壮年主力(25-34岁),已婚,本地户籍,4,水果种植,3,租赁房产,2,4.755,微型贷款(5万以下),12,4,0.005,0.153387097,2,2,4,2,2,2,0.635694859,63.56948592,高风险,36.43051408,关注客户,传统散户种植,1,房地产投资/开发,浙江达贸易进出口有限公司_0868,企业名称：浙江达贸易进出口有限公司_0868；所属行业：房地产投资/开发；资产规模等级：3.00；贷款金额（万元）：4.75；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：4.00；账户交易活跃度：2.00；系统风险评级：高风险；预测违约概率：0.64；综合风险得分：63.57；历史违约记录：1.00
25,青壮年主力(25-34岁),已婚,本地户籍,4,蔬菜种植,3,自有房产,2,6.775,小型贷款(5-20万),24,3,0.015,0.218548387,2,2,1,2,1,3,0.457632064,45.7632064,中高风险,54.2367936,一般客户,非柑橘产业,1,虚拟货币交易平台,吉林源金融股份有限公司_0869,企业名称：吉林源金融股份有限公司_0869；所属行业：虚拟货币交易平台；资产规模等级：3.00；贷款金额（万元）：6.78；贷款期限（月）：24.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中高风险；预测违约概率：0.46；综合风险得分：45.76；历史违约记录：1.00
54,成熟经营者(45-54岁),已婚,本地户籍,4,水果种植,3,自有房产,3,15.255,小型贷款(5-20万),48,3,0.015,0.492096774,2,2,1,1,1,3,0.643776008,64.37760082,高风险,35.62239918,关注客户,传统散户种植,1,虚拟货币交易平台,山西源贸易有限公司_0870,企业名称：山西源贸易有限公司_0870；所属行业：虚拟货币交易平台；资产规模等级：3.00；贷款金额（万元）：15.26；贷款期限（月）：48.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.64；综合风险得分：64.38；历史违约记录：1.00
25,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,1,自有房产,3,39.275,中型贷款(20-50万),36,4,0.01,3.570454545,4,2,2,4,1,3,0.259475091,25.94750906,中风险,74.05249094,良好客户,传统散户种植,1,物流/运输业,陕西顺工程装饰工程有限公司_0871,企业名称：陕西顺工程装饰工程有限公司_0871；所属行业：物流/运输业；资产规模等级：1.00；贷款金额（万元）：39.27；贷款期限（月）：36.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.26；综合风险得分：25.95；历史违约记录：1.00
22,青年创业者(25岁以下),已婚,本地户籍,4,水果种植,1,租赁房产,1,2.165,微型贷款(5万以下),18,3,0.015,0.196818182,2,2,1,4,1,2,0.126893518,12.68935181,中低风险,87.31064819,优质客户,传统散户种植,1,医疗卫生服务,广东源农产品专业合作社_0872,企业名称：广东源农产品专业合作社_0872；所属行业：医疗卫生服务；资产规模等级：1.00；贷款金额（万元）：2.17；贷款期限（月）：18.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.13；综合风险得分：12.69；历史违约记录：1.00
28,青壮年主力(25-34岁),单身,本地户籍,1,水果种植,3,自有房产,2,47.86,中型贷款(20-50万),36,1,0.015,1.543870968,3,2,2,4,1,2,0.243743785,24.37437855,中风险,75.62562145,良好客户,中型专业种植,1,建筑施工/工程承包,云南隆工程运输有限公司_0873,企业名称：云南隆工程运输有限公司_0873；所属行业：建筑施工/工程承包；资产规模等级：3.00；贷款金额（万元）：47.86；贷款期限（月）：36.00；还款负担水平：1.00；征信评分等级：3.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.24；综合风险得分：24.37；历史违约记录：1.00
34,青壮年主力(25-34岁),已婚,本地户籍,4,蔬菜种植,4,其他,4,9.185,小型贷款(5-20万),24,4,0.005,0.22402439,1,2,1,2,1,2,0.774236691,77.42366906,高风险,22.57633094,关注客户,非柑橘产业,1,典当行/拍卖行,甘肃兴实业有限责任公司_0874,企业名称：甘肃兴实业有限责任公司_0874；所属行业：典当行/拍卖行；资产规模等级：4.00；贷款金额（万元）：9.19；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：1.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：高风险；预测违约概率：0.77；综合风险得分：77.42；历史违约记录：1.00
28,青壮年主力(25-34岁),其他,本地户籍,2,畜禽养殖,3,自有房产,1,21.245,中型贷款(20-50万),30,4,0.015,0.685322581,4,2,2,2,1,2,0.40377585,40.37758502,中高风险,59.62241498,一般客户,非柑橘产业,1,跨境贸易/进出口公司,青海达投资基金管理有限公司_0875,企业名称：青海达投资基金管理有限公司_0875；所属行业：跨境贸易/进出口公司；资产规模等级：3.00；贷款金额（万元）：21.25；贷款期限（月）：30.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：2.00；系统风险评级：中高风险；预测违约概率：0.40；综合风险得分：40.38；历史违约记录：1.00
28,青壮年主力(25-34岁),其他,本地户籍,2,畜禽养殖,3,自有房产,1,26.17,中型贷款(20-50万),30,4,0.015,0.844193548,4,2,2,2,1,2,0.446109842,44.61098417,中高风险,55.38901583,一般客户,非柑橘产业,1,跨境贸易/进出口公司,浙江隆贸易有限责任公司_0876,企业名称：浙江隆贸易有限责任公司_0876；所属行业：跨境贸易/进出口公司；资产规模等级：3.00；贷款金额（万元）：26.17；贷款期限（月）：30.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：2.00；系统风险评级：中高风险；预测违约概率：0.45；综合风险得分：44.61；历史违约记录：1.00
31,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,3,自有房产,3,33.79,中型贷款(20-50万),48,3,0.015,1.09,2,2,1,1,1,3,0.72187168,72.18716804,高风险,27.81283196,关注客户,传统散户种植,1,房地产投资/开发,黑龙江通实业信息技术有限公司_0877,企业名称：黑龙江通实业信息技术有限公司_0877；所属行业：房地产投资/开发；资产规模等级：3.00；贷款金额（万元）：33.79；贷款期限（月）：48.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.72；综合风险得分：72.19；历史违约记录：1.00
22,青年创业者(25岁以下),已婚,本地户籍,4,水果种植,2,租赁房产,2,6.83,小型贷款(5-20万),9,3,0.015,0.325238095,2,2,1,1,1,2,0.5142139,51.42139,高风险,48.57861,一般客户,传统散户种植,1,虚拟货币交易平台,浙江顺贸易科技发展有限公司_0878,企业名称：浙江顺贸易科技发展有限公司_0878；所属行业：虚拟货币交易平台；资产规模等级：2.00；贷款金额（万元）：6.83；贷款期限（月）：9.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.51；综合风险得分：51.42；历史违约记录：1.00
40,中年骨干(35-44岁),已婚,本地户籍,3,畜禽养殖,3,自有房产,5,6.79,小型贷款(5-20万),24,4,0.01,0.219032258,1,2,1,1,5,3,0.529046758,52.90467582,高风险,47.09532418,一般客户,非柑橘产业,1,虚拟货币交易平台,福建顺商贸基金管理有限公司_0879,企业名称：福建顺商贸基金管理有限公司_0879；所属行业：虚拟货币交易平台；资产规模等级：3.00；贷款金额（万元）：6.79；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：1.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.53；综合风险得分：52.90；历史违约记录：1.00
25,青壮年主力(25-34岁),已婚,本地户籍,1,粮油种植,3,自有房产,1,12.365,小型贷款(5-20万),18,4,0.015,0.398870968,2,2,1,1,1,3,0.540950899,54.09508994,高风险,45.90491006,一般客户,非柑橘产业,1,网络赌博相关业务,安徽通实业股份有限公司_0880,企业名称：安徽通实业股份有限公司_0880；所属行业：网络赌博相关业务；资产规模等级：3.00；贷款金额（万元）：12.37；贷款期限（月）：18.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.54；综合风险得分：54.10；历史违约记录：1.00
34,青壮年主力(25-34岁),已婚,本地户籍,2,畜禽养殖,3,自有房产,2,6.685,小型贷款(5-20万),9,4,0.015,0.215645161,0,2,2,3,1,3,0.541932086,54.19320865,高风险,45.80679135,一般客户,非柑橘产业,1,现金密集型服务业（餐饮、娱乐、KTV）,台湾昌实业科技发展有限公司_0881,企业名称：台湾昌实业科技发展有限公司_0881；所属行业：现金密集型服务业（餐饮、娱乐、KTV）；资产规模等级：3.00；贷款金额（万元）：6.68；贷款期限（月）：9.00；还款负担水平：4.00；征信评分等级：0.00；历史贷款次数：2.00；账户交易活跃度：3.00；系统风险评级：高风险；预测违约概率：0.54；综合风险得分：54.19；历史违约记录：1.00
42,中年骨干(35-44岁),已婚,本地户籍,4,畜禽养殖,4,其他,5,38.815,中型贷款(20-50万),48,4,0.005,0.946707317,2,2,1,1,1,2,0.861867019,86.18670191,高风险,13.81329809,高风险客户,非柑橘产业,1,网络赌博相关业务,上海恒科技有限责任公司_0882,企业名称：上海恒科技有限责任公司_0882；所属行业：网络赌博相关业务；资产规模等级：4.00；贷款金额（万元）：38.81；贷款期限（月）：48.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.86；综合风险得分：86.19；历史违约记录：1.00
25,青壮年主力(25-34岁),其他,本地户籍,2,水果种植,2,租赁房产,3,6.32,小型贷款(5-20万),15,2,0.015,0.300952381,1,2,1,2,2,1,0.398115649,39.81156489,中高风险,60.18843511,良好客户,传统散户种植,1,典当行/拍卖行,吉林昌商贸股份有限公司_0883,企业名称：吉林昌商贸股份有限公司_0883；所属行业：典当行/拍卖行；资产规模等级：2.00；贷款金额（万元）：6.32；贷款期限（月）：15.00；还款负担水平：2.00；征信评分等级：1.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中高风险；预测违约概率：0.40；综合风险得分：39.81；历史违约记录：1.00
28,青壮年主力(25-34岁),已婚,本地户籍,4,水果种植,3,租赁房产,3,13.155,小型贷款(5-20万),15,2,0.015,0.424354839,2,2,2,2,2,2,0.314219688,31.42196883,中风险,68.57803117,良好客户,中型专业种植,1,建筑施工/工程承包,安徽恒信息建筑工程有限公司_0884,企业名称：安徽恒信息建筑工程有限公司_0884；所属行业：建筑施工/工程承包；资产规模等级：3.00；贷款金额（万元）：13.15；贷款期限（月）：15.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：2.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.31；综合风险得分：31.42；历史违约记录：1.00
24,青年创业者(25岁以下),已婚,本地户籍,2,水果种植,2,自有房产,4,32.8,中型贷款(20-50万),48,3,0.015,1.561904762,2,2,1,2,2,3,0.517707494,51.77074936,高风险,48.22925064,一般客户,传统散户种植,1,跨境贸易/进出口公司,江西顺投资科技发展有限公司_0885,企业名称：江西顺投资科技发展有限公司_0885；所属行业：跨境贸易/进出口公司；资产规模等级：2.00；贷款金额（万元）：32.80；贷款期限（月）：48.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：高风险；预测违约概率：0.52；综合风险得分：51.77；历史违约记录：1.00
27,青壮年主力(25-34岁),已婚,本地户籍,1,水果种植,2,自有房产,2,15.615,小型贷款(5-20万),24,4,0.015,0.743571429,2,2,1,1,1,3,0.561841998,56.18419979,高风险,43.81580021,一般客户,传统散户种植,1,网络赌博相关业务,福建源投资进出口有限公司_0886,企业名称：福建源投资进出口有限公司_0886；所属行业：网络赌博相关业务；资产规模等级：2.00；贷款金额（万元）：15.62；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.56；综合风险得分：56.18；历史违约记录：1.00
25,青壮年主力(25-34岁),已婚,本地户籍,2,畜禽养殖,4,自有房产,3,40.325,中型贷款(20-50万),36,3,0.015,0.983536585,4,2,2,1,1,3,0.595215783,59.52157827,高风险,40.47842173,一般客户,非柑橘产业,1,现金密集型服务业（餐饮、娱乐、KTV）,四川达金融信息技术有限公司_0887,企业名称：四川达金融信息技术有限公司_0887；所属行业：现金密集型服务业（餐饮、娱乐、KTV）；资产规模等级：4.00；贷款金额（万元）：40.33；贷款期限（月）：36.00；还款负担水平：3.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.60；综合风险得分：59.52；历史违约记录：1.00
35,中年骨干(35-44岁),已婚,本地户籍,4,水果种植,1,自有房产,2,12.195,小型贷款(5-20万),24,4,0.015,1.108636364,2,2,1,1,1,3,0.479306236,47.93062359,中高风险,52.06937641,一般客户,传统散户种植,1,现金密集型服务业（餐饮、娱乐、KTV）,宁夏恒实业股份有限公司_0888,企业名称：宁夏恒实业股份有限公司_0888；所属行业：现金密集型服务业（餐饮、娱乐、KTV）；资产规模等级：1.00；贷款金额（万元）：12.20；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：中高风险；预测违约概率：0.48；综合风险得分：47.93；历史违约记录：1.00
29,青壮年主力(25-34岁),已婚,本地户籍,1,畜禽养殖,4,租赁房产,2,45.17,中型贷款(20-50万),36,4,0.015,1.101707317,2,2,1,2,2,2,0.65481925,65.48192499,高风险,34.51807501,关注客户,非柑橘产业,1,网络赌博相关业务,河南昌投资股份有限公司_0889,企业名称：河南昌投资股份有限公司_0889；所属行业：网络赌博相关业务；资产规模等级：4.00；贷款金额（万元）：45.17；贷款期限（月）：36.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：高风险；预测违约概率：0.65；综合风险得分：65.48；历史违约记录：1.00
